subject,relation,object
Proposal 275,Proposal Budget,The proposal asks for a swap of 400 wsteth to reth.
Proposal 275,Team Name,Nouns
Proposal 275,Summary,Swap 400 wsteth for reth via twamm to diversify the Nouns DAO treasury with low fees and on-chain transparency.
Proposal 275,Label,Treasury Diversification: Swap 400 wstETH -> rETH via TWAMM
Proposal 275,Status,CANCELLED
Proposal 275,Quorumvotes,69
Proposal 275,Proposal Submission Date,2023-04-26
Proposal 275,Proposer,0x29c5dad7e34d0a27d6f65a0a7e07e4d03dcd68c8
Proposal 275,Id,275
Proposal 276,Proposal Type,Mobile platformer game
Proposal 276,Proposal Type,Nounish playground
Proposal 276,Proposal Duration in Months,12
Proposal 276,Sendorregisterdebt To Nouns,0xd97bcd9f47cee35c0a9ec1dc40c1269afc9e8e1d
Proposal 276,Proposal Budget,"$90,000"
Proposal 276,Label,Nounish Playground - The Game
Proposal 276,Status,ACTIVE
Proposal 276,Quorumvotes,138
Proposal 276,Proposal Submission Date,2023-04-26
Proposal 276,Supporter Count,89
Proposal 276,Proposer,0x4756e5a5d0668195feb1ec0e7f96832ffc51c4a8
Proposal 276,Id,276
Proposal 276,Summary,"Nounish Playground is a mobile platformer game with 700 levels that educates players on Nounish concepts and DAOs, seeking $90,000 for an alpha version."
Proposal 276,Opposer Count,151
Proposal 277,Proposal Type,Open source
Proposal 277,Proposal Type,Hardware
Proposal 277,Opposer Count,121
Proposal 277,Supporter Count,154
Proposal 277,Transfer To,0x716ede25d72f360d28b8139735532bc9f7ec7ee1
Proposal 277,Proposal Type,Production
Proposal 277,Proposal Duration in Months,6
Proposal 277,Proposal Budget,"The proposal is requesting 75ξ for the development and production of 600 artisanal noggles led keychains, with"
Proposal 277,Quorumvotes,138
Proposal 277,Status,EXECUTED
Proposal 277,Label,Open Source Nounish Hardware + Production
Proposal 277,Summary,"The proposal is to create 600 open-source Noggles LED keychains for purchase and distribution, with 50 units supplied to the DAO and 100% profit/mint revenue going to the DAO, costing 75ξ across 6 months."
Proposal 277,Proposer,0x93d94557824ac07a30b5b0f44f7cb3e00f9c4191
Proposal 277,Id,277
Proposal 277,Proposal Submission Date,2023-04-26
Proposal 279,Opposer Count,130
Proposal 279,Supporter Count,143
Proposal 279,Proposer,0x0b3cf56e7df3bb3fb7201ffcd96d279b05ddd2e3
Proposal 279,Status,EXECUTED
Proposal 279,Proposal Budget,$76k
Proposal 279,Summary,"Ethos is an open-source mobile OS that embraces Ethereum and offers a system-level wallet to enable direct interaction between mobile applications and Ethereum, making web3 delightful on mobile."
Proposal 279,Label,"ethOS: A crypto-native, mobile OS"
Proposal 279,Proposal Type,Mobile os
Proposal 279,Transfer To,0x55a4e5123f8923500ff7aa97e75231a54a9c233a
Proposal 279,Proposal Type,Ethos
Proposal 279,Id,279
Proposal 279,Proposal Submission Date,2023-04-28
Proposal 279,Quorumvotes,138
Proposal 279,Proposal Type,Cryptonative
Proposal 280,Proposer,0xaec4075e4fc8ce829bc4f0cfd5e2fa10dd2b12d1
Proposal 280,Proposal Submission Date,2023-04-28
Proposal 280,Quorumvotes,111
Proposal 280,Status,EXECUTED
Proposal 280,Label,Name (recently acquired) Noun 687 on NFTR
Proposal 280,Proposal Type,Nftr
Proposal 280,Proposal Budget,The naming credit for Jello is free.
Proposal 280,Team Name,NFT
Proposal 280,Supporter Count,112
Proposal 280,Opposer Count,55
Proposal 280,Proposal Type,Ethereum
Proposal 280,Proposal Type,Naming
Proposal 280,Id,280
Proposal 280,Summary,"Jellyfish Noun 687 has been acquired and named ""Jello"" on the NFT identity registry NFTR on Ethereum."
Proposal 281,Status,CANCELLED
Proposal 281,Proposer,0xdf6e59c6df1e9500fd35a76ff4c62f9901e90019
Proposal 281,Proposal Submission Date,2023-04-30
Proposal 281,Quorumvotes,139
Proposal 281,Label,Introducing Noun Computers
Proposal 281,Summary,The proposal suggests creating affordable and versatile single-board computers and a new type of breadboard for software and hardware developers. The devices will be sold at a fixed price to prevent price inconsistencies.
Proposal 281,Proposal Budget,The proposal suggests a price range of $40-$60 for the noun-computer.
Proposal 281,Proposal Duration in Months,5
Proposal 281,Sendorregisterdebt To Nouns,0xd97bcd9f47cee35c0a9ec1dc40c1269afc9e8e1d
Proposal 281,Sendorregisterdebt To Nouns,0xd97bcd9f47cee35c0a9ec1dc40c1269afc9e8e1d
Proposal 281,Proposal Type,Nounbread
Proposal 281,Proposal Type,Nouncomputers
Proposal 281,Supporter Count,2
Proposal 281,Opposer Count,105
Proposal 281,Id,281
Proposal 281,Transfer To,0x4f2acdc74f6941390d9b1804fabc3e780388cfe5
Proposal 282,Proposal Type,Dynamic quorum updates
Proposal 282,Quorumvotes,139
Proposal 282,Opposer Count,167
Proposal 282,Supporter Count,182
Proposal 282,Team Size,20
Proposal 282,Previous Proposal,Proposal 261
Proposal 282,Proposal Budget,The proposed maximum quorum is 15%.
Proposal 282,Summary,This proposal suggests reducing the maximum quorum from 20% to 15% to incentivize voter participation and increase DAO health.
Proposal 282,Label,Dynamic Quorum Updates
Proposal 282,Status,EXECUTED
Proposal 282,Proposal Submission Date,2023-05-01
Proposal 282,Proposer,0xb9e43e4fa60c0a702a417d5e7e6df37151c1da28
Proposal 282,Id,282
Proposal 282,Proposal Type,Minimum quorum
Proposal 283,Label,"Clothing, Every Day, Forever"
Proposal 283,Status,ACTIVE
Proposal 283,Proposal Type,Wears
Proposal 283,Proposal Type,Forever
Proposal 283,Opposer Count,193
Proposal 283,Proposal Type,Every day
Proposal 283,Supporter Count,1
Proposal 283,Sendorregisterdebt To Nouns,0xd97bcd9f47cee35c0a9ec1dc40c1269afc9e8e1d
Proposal 283,Proposal Type,Clothing
Proposal 283,Id,283
Proposal 283,Proposer,0x1db19b9903c5510aa5a866ea643eb021cd12bda0
Proposal 283,Proposal Budget,"75,800 USD"
Proposal 283,Quorumvotes,139
Proposal 283,Summary,"Wears.wtf is a clothing brand that will use cc0 assets to create sustainable, ready-to-wear clothing. They will collaborate with Leblancstudios and have a two-phase plan to gauge community interest and expand production."
Proposal 283,Proposal Submission Date,2023-05-02
Proposal 284,Opposer Count,72
Proposal 284,Id,284
Proposal 284,Supporter Count,185
Proposal 284,Proposal Type,Global pizza party
Proposal 284,Sendorregisterdebt To Nouns,0xd97bcd9f47cee35c0a9ec1dc40c1269afc9e8e1d
Proposal 284,Proposal Budget,"$42,000"
Proposal 284,Summary,The proposal aims to nounify the world's largest decentralized pizza party by co-branding with Pizzadao and providing funding for Bitcoin Pizza Day events.
Proposal 284,Label,Let’s Throw a Global Pizza Party! Nouns x PizzaDAO
Proposal 284,Status,EXECUTED
Proposal 284,Proposal Type,Pizzadao
Proposal 284,Proposer,0x9ae8912ea6562957043c8d048641aa9b450c397f
Proposal 284,Proposal Submission Date,2023-05-02
Proposal 284,Quorumvotes,132
Proposal 286,Id,286
Proposal 286,Proposal Type,Nouns wet wipes
Proposal 286,Proposal Type,Fmcg
Proposal 286,Supporter Count,177
Proposal 286,Sendorregisterdebt To,0xd97bcd9f47cee35c0a9ec1dc40c1269afc9e8e1d
Proposal 286,Transfer To,0xd895eec6767970660a846423a409e83454e9ea95
Proposal 286,Proposal Duration in Months,3
Proposal 286,Summary,"Nouns Wet Wipes, designed to increase brand awareness, will be sold at retail outlets and events. A marketing budget is requested. Five designs are presented for voting."
Proposal 286,Label,Nouns Wet Wipes V2 - Vote for your favourite Design!!!
Proposal 286,Status,EXECUTED
Proposal 286,Quorumvotes,140
Proposal 286,Proposal Submission Date,2023-05-08
Proposal 286,Proposer,0x43e3ab994070db606042e8deffd146300cb52919
Proposal 286,Proposal Budget,"USD 31,450 and 2 ETH"
Proposal 286,Opposer Count,177
Proposal 287,Proposal Type,Minifigures
Proposal 287,Proposal Type,Nounish friends
Proposal 287,Supporter Count,280
Proposal 287,Label,NOUNISH FRIENDS mini-figures
Proposal 287,Team Size,6
Proposal 287,Sendorregisterdebt To Nouns,0xd97bcd9f47cee35c0a9ec1dc40c1269afc9e8e1d
Proposal 287,Opposer Count,45
Proposal 287,Team Name,Bigshot Toyworks
Proposal 287,Proposal Budget,"$125,000"
Proposal 287,Summary,"Nounish Friends are modular, colorful mini-figures designed to promote Nouns. Bigshot Toyworks will produce 6,000 units for retail and wholesale sales."
Proposal 287,Id,287
Proposal 287,Previous Proposal,Proposal 141
Proposal 287,Quorumvotes,115
Proposal 287,Proposal Submission Date,2023-05-08
Proposal 287,Proposer,0x008c84421da5527f462886cec43d2717b686a7e4
Proposal 287,Status,EXECUTED
Proposal 288,Status,EXECUTED
Proposal 288,Createedition To,0xf74b146ce44cc162b601dec3be331784db111dc1
Proposal 288,Supporter Count,229
Proposal 288,Quorumvotes,115
Proposal 288,Proposal Duration in Months,1
Proposal 288,Proposal Type,100 nounish things
Proposal 288,Summary,"The ""100 Nounish Things"" music video celebrates the amazing achievements of nouns funded by the Nouns DAO."
Proposal 288,Proposal Type,Nounish
Proposal 288,Label,100 Nounish Things: a nounish droposal ⌐◨-◨
Proposal 288,Id,288
Proposal 288,Proposer,0x49a5aeec7d9ac70990404278e93031e4c3c71875
Proposal 288,Proposal Submission Date,2023-05-09
Proposal 288,Proposal Budget,0.03 ETH
Proposal 288,Opposer Count,45
Proposal 289,Proposal Type,Season
Proposal 289,Proposal Type,Retain
Proposal 289,Proposal Type,Nounish
Proposal 289,Proposal Type,Funding
Proposal 289,Proposal Budget,$969k
Proposal 289,Summary,"""Nounish"" produced 92 minutes of high-quality video content, gained 3 million views, and increased followers 2.8x in season 1."
Proposal 289,Quorumvotes,141
Proposal 289,Transfer To,0x4f2acdc74f6941390d9b1804fabc3e780388cfe5
Proposal 289,Sendorregisterdebt To Nouns,0xd97bcd9f47cee35c0a9ec1dc40c1269afc9e8e1d
Proposal 289,Supporter Count,230
Proposal 289,Sendorregisterdebt To Nouns,0xd97bcd9f47cee35c0a9ec1dc40c1269afc9e8e1d
Proposal 289,Previous Proposal,Proposal 143
Proposal 289,Proposal Duration in Months,6
Proposal 289,Opposer Count,119
Proposal 289,Proposal Submission Date,2023-05-09
Proposal 289,Id,289
Proposal 289,Proposer,0xae65e700f3f8904ac1007d47a5309dd26f8146c0
Proposal 289,Label,retain nounish for 6 months ⌐◨-◨
Proposal 289,Status,EXECUTED
Proposal 290,Sendorregisterdebt To Nouns,0xd97bcd9f47cee35c0a9ec1dc40c1269afc9e8e1d
Proposal 290,Team Name,Nouns DAO and SCG Group
Proposal 290,Supporter Count,29
Proposal 290,Transfer To,0xf8dc2c73df9d0efc28752f12ce0f5213a7b84426
Proposal 290,Proposal Type,Translation
Proposal 290,Opposer Count,172
Proposal 290,Proposal Type,Multiplatform social media campaign
Proposal 290,Proposal Type,Funding
Proposal 290,Id,290
Proposal 290,Proposal Duration in Months,6
Proposal 290,Proposal Budget,"$117,200"
Proposal 290,Summary,"SCG Group will launch a multi-platform social media campaign for Nouns DAO in China, with the goal of building a long-lasting Nounish community."
Proposal 290,Label,Nouns Chinese Socials: 6 Month Pilot
Proposal 290,Status,CANCELLED
Proposal 290,Quorumvotes,141
Proposal 290,Proposal Submission Date,2023-05-10
Proposal 290,Proposer,0x91dccaa260cc4616e1a6e6b693db7207c5e42937
Proposal 291,Proposal Type,Public good
Proposal 291,Proposal Type,Payments infrastructure
Proposal 291,Quorumvotes,141
Proposal 291,Opposer Count,101
Proposal 291,Supporter Count,58
Proposal 291,Proposal Type,Nouns stream
Proposal 291,Transfer To,0xb0750df14fe7cf5b7a99df2243e0b873d1691204
Proposal 291,Proposal Budget,16 ETH
Proposal 291,Summary,"Nouns Stream is an open-source, free, permission-less protocol that allows phased or periodic payments, supporting various payment modes. The developers ask for a retroactive grant of 16 ETH to cover the cost of the audit and deployment."
Proposal 291,Label,Nouns Stream Proposal: Payments infrastructure public good by Nouns DAO
Proposal 291,Status,ACTIVE
Proposal 291,Id,291
Proposal 291,Proposal Submission Date,2023-05-11
Proposal 291,Proposer,0x3b60e31cfc48a9074cd5bebb26c9eaa77650a43f
Proposal 292,Proposal Type,Balance
Proposal 292,Proposal Type,Refill
Proposal 292,Proposer,0xa86882277e69fbf0a51805cdc8b0a3a113079e63
Proposal 292,Proposal Submission Date,2023-05-11
Proposal 292,Quorumvotes,115
Proposal 292,Status,QUEUED
Proposal 292,ExecutionETA,2023-05-23
Proposal 292,Label,Refill voteRefund balance
Proposal 292,Summary,"The voterefund function is important for the DAO's health, and it needs a top-up of 15 ETH to maintain it."
Proposal 292,Proposal Budget,15 ETH
Proposal 292,Team Name,DAO
Proposal 292,Transfer To,0x6f3e6272a167e8accb32072d08e0957f9c79223d
Proposal 292,Supporter Count,170
Proposal 292,Opposer Count,45
Proposal 292,Proposal Type,Voterefund
Proposal 292,Id,292
Proposal 292,Proposal Duration in Months,7
Proposal 293,Quorumvotes,70
Proposal 293,Label,Increase Proposal Supply
Proposal 293,Proposal Submission Date,2023-05-11
Proposal 293,Status,CANCELLED
Proposal 293,Summary,"The proposal suggests lowering the proposal threshold to increase proposals, potentially leading to more funded proposals and expansion of the organization."
Proposal 293,Proposal Budget,The proposal suggests reducing the threshold to 9bps.
Proposal 293,Setproposalthresholdbps To,0x6f3e6272a167e8accb32072d08e0957f9c79223d
Proposal 293,Proposer,0xb9e43e4fa60c0a702a417d5e7e6df37151c1da28
Proposal 293,Id,293
Proposal 293,Proposal Type,Supply
Proposal 293,Proposal Type,Reducing
Proposal 293,Proposal Type,Proposal threshold
Proposal 293,Proposal Type,Keywords in this proposal are increase
Proposal 294,Proposal Budget,The proposal asks for a threshold of 30bps.
Proposal 294,Setproposalthresholdbps To,0x6f3e6272a167e8accb32072d08e0957f9c79223d
Proposal 294,Summary,"The proposal suggests increasing the proposal threshold from 25 to 30bps, which will lead to fewer proposals and lower voter fatigue."
Proposal 294,Label,Set Proposal Threshold to 30bps
Proposal 294,Proposal Type,30bps
Proposal 294,Status,CANCELLED
Proposal 294,Id,294
Proposal 294,Proposal Type,Success
Proposal 294,Proposal Type,Proposal threshold
Proposal 294,Proposal Submission Date,2023-05-12
Proposal 294,Proposer,0x5606b493c51316a9e65c9b2a00bbf7ff92515a3e
Proposal 294,Quorumvotes,70
Proposal 295,Opposer Count,20
Proposal 295,Supporter Count,47
Proposal 295,Quorumvotes,90
Proposal 295,Sendorregisterdebt To Nouns,0xd97bcd9f47cee35c0a9ec1dc40c1269afc9e8e1d
Proposal 295,Proposal Duration in Months,9
Proposal 295,Proposal Type,São paulo
Proposal 295,Proposal Budget,"$41,680"
Proposal 295,Proposal Type,Nft.brasil
Proposal 295,Summary,"The Nouns team made changes to their proposal for nft.brasil event based on community feedback, including lowering the metaverse activation and scaling down the lounge."
Proposal 295,Label,🇧🇷 NFT.Brasil - Taking Over São Paulo and Celebrating the Brazilian Community 2
Proposal 295,Status,ACTIVE
Proposal 295,Proposal Submission Date,2023-05-17
Proposal 295,Proposer,0x41cb654d1f47913acab158a8199191d160dabe4a
Proposal 295,Id,295
Proposal 296,Proposal Type,Fitness
Proposal 296,Proposal Duration in Months,6
Proposal 296,Status,PENDING
Proposal 296,Sendorregisterdebt To Nouns,0xd97bcd9f47cee35c0a9ec1dc40c1269afc9e8e1d
Proposal 296,Proposal Budget,"$52,650"
Proposal 296,Team Name,the Nouns Running Club
Proposal 296,Label,"Nouns Running Club - Fun, Fitness, and Frens"
Proposal 296,Proposal Type,Fun
Proposal 296,Quorumvotes,71
Proposal 296,Proposal Submission Date,2023-05-20
Proposal 296,Proposer,0xe7304ba0f157f2ade94015934284b6704bc72911
Proposal 296,Id,296
Proposal 296,Proposal Type,Nouns running club
Proposal 296,Summary,"The Nouns Running Club is a global community promoting fun, fitness, and friendship among runners of all levels in the crypto industry."
Proposal 297,Proposer,0xf2b7bfcdd6b596767e346269a8675472b45d098f
Proposal 297,Team Name,Voadz
Proposal 297,Proposal Duration in Months,6
Proposal 297,Proposal Budget,50 ETH
Proposal 297,Summary,"The authors of archives.wtf ask for 50 ETH to develop the platform further, with new features, publications, and a contributor leaderboard."
Proposal 297,Proposal Type,Develop
Proposal 297,Label,Archives.wtf - Extension Rev.
Proposal 297,Proposal Type,Archives.wtf
Proposal 297,Proposal Type,Funding
Proposal 297,Status,PENDING
Proposal 297,Quorumvotes,71
Proposal 297,Proposal Submission Date,2023-05-20
Proposal 297,Id,297
Proposal 297,Transfer To,0xdd7e4d8a5fef6702f7e9c5b45db440ba7a6e00c0
